E_LOSS,E_RGB_RL,E_THERMAL_RL,E_SL,D_LOSS,D_SL,D_RL_REAL,D_RL_FAKE,D_GP,
[E6S82],7.72e-02,6.00e-02,7.03e-03,1.72e-01,1.69e+00,1.50e+00,9.34e-03,7.03e-03,3.54e-02,
[E6S83],1.11e-01,8.32e-02,8.34e-03,2.74e-01,1.71e+00,1.50e+00,9.25e-03,8.34e-03,3.93e-02,
[E6S84],1.01e-01,5.84e-02,7.38e-03,4.31e-01,1.71e+00,1.50e+00,1.15e-02,7.38e-03,3.76e-02,
[E7S0],7.40e-02,5.38e-02,6.27e-03,2.02e-01,1.68e+00,1.48e+00,1.03e-02,6.27e-03,3.68e-02,
[E7S1],1.09e-01,5.81e-02,6.64e-03,5.07e-01,1.67e+00,1.46e+00,9.85e-03,6.64e-03,3.82e-02,
[E7S2],6.65e-02,5.19e-02,6.50e-03,1.46e-01,1.70e+00,1.49e+00,9.54e-03,6.50e-03,3.92e-02,
[E7S3],1.13e-01,5.59e-02,7.77e-03,5.70e-01,1.64e+00,1.43e+00,9.46e-03,7.77e-03,3.84e-02,
[E7S4],6.66e-02,5.47e-02,8.44e-03,1.19e-01,1.70e+00,1.49e+00,1.02e-02,8.44e-03,3.85e-02,
[E7S5],1.05e-01,5.25e-02,6.63e-03,5.26e-01,1.66e+00,1.45e+00,9.68e-03,6.63e-03,3.79e-02,
[E7S6],6.98e-02,5.76e-02,7.14e-03,1.22e-01,1.68e+00,1.48e+00,9.64e-03,7.14e-03,3.71e-02,
[E7S7],1.08e-01,5.31e-02,7.43e-03,5.49e-01,1.66e+00,1.45e+00,1.06e-02,7.43e-03,3.73e-02,
[E7S8],6.19e-02,5.04e-02,7.26e-03,1.14e-01,1.72e+00,1.51e+00,1.08e-02,7.26e-03,3.81e-02,
[E7S9],9.97e-02,4.97e-02,7.17e-03,5.00e-01,1.72e+00,1.51e+00,1.06e-02,7.17e-03,3.80e-02,
[E7S10],6.03e-02,5.39e-02,8.09e-03,6.43e-02,1.69e+00,1.48e+00,1.10e-02,8.09e-03,3.90e-02,
[E7S11],1.18e-01,5.17e-02,8.00e-03,6.63e-01,1.71e+00,1.50e+00,1.11e-02,8.00e-03,3.67e-02,
[E7S12],5.45e-02,5.45e-02,9.08e-03,3.13e-05,1.68e+00,1.47e+00,1.24e-02,9.08e-03,3.71e-02,
[E7S13],1.12e-01,5.31e-02,1.03e-02,5.89e-01,1.74e+00,1.54e+00,1.40e-02,1.03e-02,3.58e-02,
[E7S14],6.43e-02,6.19e-02,9.37e-03,2.34e-02,1.68e+00,1.49e+00,1.16e-02,9.37e-03,3.45e-02,
[E7S15],8.78e-02,5.43e-02,7.37e-03,3.35e-01,1.66e+00,1.46e+00,1.13e-02,7.37e-03,3.62e-02,
[E7S16],8.89e-02,5.43e-02,8.14e-03,3.46e-01,1.65e+00,1.43e+00,1.13e-02,8.14e-03,4.02e-02,
[E7S17],8.33e-02,5.28e-02,7.66e-03,3.05e-01,1.62e+00,1.41e+00,1.09e-02,7.66e-03,3.88e-02,
[E7S18],1.08e-01,5.77e-02,7.37e-03,5.00e-01,1.69e+00,1.47e+00,9.70e-03,7.37e-03,4.13e-02,
[E7S19],5.47e-02,5.09e-02,7.25e-03,3.79e-02,1.73e+00,1.52e+00,1.04e-02,7.25e-03,3.94e-02,
[E7S20],1.27e-01,5.23e-02,6.80e-03,7.46e-01,1.79e+00,1.59e+00,9.83e-03,6.80e-03,3.59e-02,
[E7S21],4.04e-02,5.68e-02,1.04e-02,-1.64e-01,1.76e+00,1.59e+00,1.40e-02,1.04e-02,2.99e-02,
[E7S22],8.93e-02,5.55e-02,9.15e-03,3.38e-01,1.66e+00,1.47e+00,1.22e-02,9.15e-03,3.29e-02,
[E7S23],9.26e-02,5.44e-02,9.65e-03,3.82e-01,1.68e+00,1.47e+00,1.32e-02,9.65e-03,3.74e-02,
[E7S24],7.71e-02,5.38e-02,8.54e-03,2.33e-01,1.67e+00,1.45e+00,1.11e-02,8.54e-03,3.88e-02,
[E7S25],1.11e-01,5.65e-02,7.61e-03,5.40e-01,1.70e+00,1.50e+00,9.90e-03,7.61e-03,3.78e-02,
[E7S26],5.38e-02,6.21e-02,7.48e-03,-8.26e-02,1.72e+00,1.53e+00,9.68e-03,7.48e-03,3.55e-02,
[E7S27],1.28e-01,5.92e-02,7.31e-03,6.86e-01,1.73e+00,1.54e+00,1.11e-02,7.31e-03,3.51e-02,
[E7S28],5.77e-02,5.55e-02,8.12e-03,2.16e-02,1.73e+00,1.54e+00,1.03e-02,8.12e-03,3.45e-02,
[E7S29],1.09e-01,6.04e-02,7.44e-03,4.83e-01,1.69e+00,1.49e+00,1.03e-02,7.44e-03,3.65e-02,
[E7S30],7.22e-02,5.89e-02,8.27e-03,1.34e-01,1.65e+00,1.45e+00,9.72e-03,8.27e-03,3.62e-02,
[E7S31],1.06e-01,5.74e-02,7.09e-03,4.90e-01,1.62e+00,1.41e+00,1.12e-02,7.09e-03,3.89e-02,
[E7S32],7.08e-02,5.58e-02,7.06e-03,1.50e-01,1.70e+00,1.50e+00,1.06e-02,7.06e-03,3.64e-02,
[E7S33],1.13e-01,5.82e-02,7.27e-03,5.47e-01,1.66e+00,1.45e+00,9.59e-03,7.27e-03,3.83e-02,
[E7S34],5.49e-02,5.82e-02,7.98e-03,-3.22e-02,1.70e+00,1.51e+00,1.06e-02,7.98e-03,3.52e-02,
[E7S35],1.34e-01,6.46e-02,7.63e-03,6.90e-01,1.68e+00,1.49e+00,9.78e-03,7.63e-03,3.52e-02,
[E7S36],4.83e-02,5.03e-02,7.92e-03,-2.06e-02,1.73e+00,1.54e+00,1.13e-02,7.92e-03,3.43e-02,
[E7S37],1.15e-01,5.48e-02,9.96e-03,6.04e-01,1.62e+00,1.42e+00,1.26e-02,9.96e-03,3.57e-02,
[E7S38],5.85e-02,4.87e-02,8.94e-03,9.81e-02,1.72e+00,1.51e+00,1.31e-02,8.94e-03,3.70e-02,
[E7S39],1.09e-01,5.10e-02,8.56e-03,5.77e-01,1.67e+00,1.46e+00,1.20e-02,8.56e-03,3.80e-02,
[E7S40],5.66e-02,5.24e-02,8.08e-03,4.21e-02,1.69e+00,1.48e+00,1.17e-02,8.08e-03,3.71e-02,
[E7S41],9.85e-02,5.28e-02,6.73e-03,4.56e-01,1.67e+00,1.47e+00,1.17e-02,6.73e-03,3.70e-02,
[E7S42],7.42e-02,5.43e-02,7.11e-03,1.98e-01,1.69e+00,1.48e+00,9.80e-03,7.11e-03,3.84e-02,
[E7S43],1.04e-01,5.64e-02,7.53e-03,4.79e-01,1.68e+00,1.46e+00,1.00e-02,7.53e-03,3.97e-02,
[E7S44],7.12e-02,5.23e-02,7.90e-03,1.89e-01,1.69e+00,1.48e+00,9.92e-03,7.90e-03,3.73e-02,
[E7S45],8.83e-02,5.00e-02,7.43e-03,3.83e-01,1.72e+00,1.50e+00,1.05e-02,7.43e-03,3.99e-02,
[E7S46],8.86e-02,5.41e-02,8.04e-03,3.45e-01,1.68e+00,1.46e+00,1.01e-02,8.04e-03,4.07e-02,
[E7S47],7.82e-02,5.50e-02,8.16e-03,2.32e-01,1.71e+00,1.49e+00,1.04e-02,8.16e-03,3.95e-02,
[E7S48],1.04e-01,6.12e-02,7.93e-03,4.31e-01,1.69e+00,1.47e+00,1.08e-02,7.93e-03,3.94e-02,
[E7S49],6.77e-02,5.55e-02,8.11e-03,1.22e-01,1.70e+00,1.48e+00,1.05e-02,8.11e-03,4.02e-02,
[E7S50],1.02e-01,5.31e-02,7.15e-03,4.91e-01,1.72e+00,1.50e+00,1.09e-02,7.15e-03,3.91e-02,
[E7S51],5.51e-02,5.30e-02,8.52e-03,2.13e-02,1.69e+00,1.47e+00,1.27e-02,8.52e-03,3.87e-02,
[E7S52],1.36e-01,5.69e-02,1.01e-02,7.88e-01,1.78e+00,1.56e+00,1.29e-02,1.01e-02,3.79e-02,
[E7S53],4.57e-02,6.69e-02,9.65e-03,-2.12e-01,1.76e+00,1.58e+00,1.20e-02,9.65e-03,3.04e-02,
[E7S54],1.05e-01,5.87e-02,9.14e-03,4.62e-01,1.66e+00,1.48e+00,1.09e-02,9.14e-03,3.07e-02,
[E7S55],5.94e-02,5.20e-02,9.18e-03,7.39e-02,1.72e+00,1.51e+00,1.11e-02,9.18e-03,3.76e-02,
[E7S56],1.14e-01,5.48e-02,7.71e-03,5.96e-01,1.69e+00,1.50e+00,1.13e-02,7.71e-03,3.57e-02,
[E7S57],6.18e-02,6.01e-02,8.68e-03,1.69e-02,1.76e+00,1.57e+00,1.14e-02,8.68e-03,3.36e-02,
[E7S58],1.09e-01,5.77e-02,9.23e-03,5.17e-01,1.64e+00,1.44e+00,1.17e-02,9.23e-03,3.61e-02,
[E7S59],6.54e-02,5.35e-02,9.63e-03,1.19e-01,1.71e+00,1.51e+00,1.31e-02,9.63e-03,3.65e-02,
[E7S60],1.03e-01,5.56e-02,1.10e-02,4.78e-01,1.68e+00,1.47e+00,1.46e-02,1.10e-02,3.73e-02,
[E7S61],6.66e-02,5.32e-02,1.04e-02,1.34e-01,1.72e+00,1.51e+00,1.28e-02,1.04e-02,3.66e-02,
[E7S62],1.10e-01,5.76e-02,1.00e-02,5.28e-01,1.65e+00,1.43e+00,1.38e-02,1.00e-02,3.83e-02,
[E7S63],5.96e-02,5.17e-02,8.56e-03,7.98e-02,1.74e+00,1.54e+00,1.14e-02,8.56e-03,3.61e-02,
[E7S64],1.03e-01,5.16e-02,8.02e-03,5.18e-01,1.69e+00,1.48e+00,1.14e-02,8.02e-03,3.77e-02,
[E7S65],6.85e-02,5.52e-02,7.78e-03,1.33e-01,1.66e+00,1.45e+00,1.04e-02,7.78e-03,3.84e-02,
[E7S66],1.11e-01,5.28e-02,6.78e-03,5.83e-01,1.72e+00,1.51e+00,1.05e-02,6.78e-03,3.84e-02,
[E7S67],5.12e-02,5.43e-02,7.52e-03,-3.05e-02,1.71e+00,1.51e+00,1.06e-02,7.52e-03,3.60e-02,
[E7S68],1.19e-01,5.41e-02,8.14e-03,6.49e-01,1.71e+00,1.52e+00,1.13e-02,8.14e-03,3.58e-02,
[E7S69],5.26e-02,5.21e-02,7.94e-03,4.68e-03,1.69e+00,1.50e+00,1.16e-02,7.94e-03,3.49e-02,
[E7S70],9.58e-02,5.57e-02,7.40e-03,4.01e-01,1.65e+00,1.44e+00,1.01e-02,7.40e-03,3.72e-02,
[E7S71],8.93e-02,5.31e-02,7.26e-03,3.62e-01,1.71e+00,1.50e+00,9.84e-03,7.26e-03,3.90e-02,
[E7S72],7.69e-02,5.34e-02,7.27e-03,2.35e-01,1.67e+00,1.46e+00,1.02e-02,7.27e-03,3.79e-02,
[E7S73],9.02e-02,5.32e-02,7.68e-03,3.70e-01,1.66e+00,1.45e+00,1.01e-02,7.68e-03,3.89e-02,
[E7S74],7.75e-02,5.29e-02,8.29e-03,2.46e-01,1.68e+00,1.46e+00,1.16e-02,8.29e-03,3.99e-02,
[E7S75],9.74e-02,5.20e-02,8.26e-03,4.54e-01,1.68e+00,1.46e+00,1.10e-02,8.26e-03,3.96e-02,
[E7S76],7.19e-02,5.17e-02,7.41e-03,2.02e-01,1.70e+00,1.47e+00,1.01e-02,7.41e-03,4.19e-02,
[E7S77],8.17e-02,5.18e-02,7.09e-03,2.99e-01,1.70e+00,1.49e+00,9.42e-03,7.09e-03,3.70e-02,
[E7S78],8.98e-02,5.27e-02,6.60e-03,3.70e-01,1.68e+00,1.46e+00,9.72e-03,6.60e-03,4.18e-02,
[E7S79],7.26e-02,5.31e-02,7.61e-03,1.96e-01,1.69e+00,1.48e+00,1.11e-02,7.61e-03,3.83e-02,
[E7S80],1.08e-01,5.96e-02,7.16e-03,4.84e-01,1.66e+00,1.44e+00,1.02e-02,7.16e-03,4.18e-02,
[E7S81],6.84e-02,5.54e-02,6.35e-03,1.30e-01,1.74e+00,1.53e+00,9.44e-03,6.35e-03,3.85e-02,
[E7S82],1.12e-01,5.32e-02,7.34e-03,5.83e-01,1.69e+00,1.48e+00,9.46e-03,7.34e-03,3.96e-02,
[E7S83],5.06e-02,5.15e-02,6.62e-03,-8.38e-03,1.69e+00,1.48e+00,1.00e-02,6.62e-03,3.87e-02,
[E7S84],1.20e-01,5.16e-02,7.16e-03,6.87e-01,1.79e+00,1.58e+00,1.05e-02,7.16e-03,3.83e-02,
[E8S0],2.70e-02,5.22e-02,7.78e-03,-2.52e-01,1.76e+00,1.56e+00,1.07e-02,7.78e-03,3.55e-02,
[E8S1],1.32e-01,5.12e-02,8.14e-03,8.07e-01,1.78e+00,1.61e+00,1.26e-02,8.14e-03,2.92e-02,
[E8S2],7.31e-02,5.70e-02,8.25e-03,1.61e-01,1.66e+00,1.47e+00,1.21e-02,8.25e-03,3.32e-02,
[E8S3],8.97e-02,4.83e-02,6.17e-03,4.15e-01,1.70e+00,1.50e+00,9.08e-03,6.17e-03,3.64e-02,
[E8S4],8.12e-02,6.22e-02,7.59e-03,1.90e-01,1.64e+00,1.43e+00,9.66e-03,7.59e-03,3.80e-02,
[E8S5],1.21e-01,5.35e-02,7.29e-03,6.75e-01,1.74e+00,1.53e+00,9.64e-03,7.29e-03,3.87e-02,
[E8S6],4.58e-02,5.44e-02,7.99e-03,-8.65e-02,1.71e+00,1.54e+00,1.10e-02,7.99e-03,3.18e-02,
[E8S7],9.20e-02,5.00e-02,6.16e-03,4.20e-01,1.66e+00,1.48e+00,8.36e-03,6.16e-03,3.35e-02,
[E8S8],7.04e-02,5.13e-02,6.86e-03,1.92e-01,1.64e+00,1.43e+00,1.04e-02,6.86e-03,3.78e-02,
[E8S9],1.21e-01,5.39e-02,6.25e-03,6.72e-01,1.72e+00,1.51e+00,9.85e-03,6.25e-03,3.84e-02,
[E8S10],3.84e-02,5.35e-02,6.98e-03,-1.51e-01,1.76e+00,1.58e+00,1.03e-02,6.98e-03,3.32e-02,
[E8S11],9.36e-02,5.43e-02,6.81e-03,3.93e-01,1.63e+00,1.45e+00,9.57e-03,6.81e-03,3.24e-02,
[E8S12],7.27e-02,5.02e-02,7.14e-03,2.26e-01,1.75e+00,1.52e+00,9.96e-03,7.14e-03,4.19e-02,
[E8S13],9.68e-02,5.51e-02,6.80e-03,4.18e-01,1.59e+00,1.39e+00,9.97e-03,6.80e-03,3.73e-02,
[E8S14],7.88e-02,5.72e-02,8.26e-03,2.17e-01,1.70e+00,1.48e+00,1.13e-02,8.26e-03,4.00e-02,
[E8S15],7.99e-02,5.30e-02,8.20e-03,2.69e-01,1.71e+00,1.49e+00,1.18e-02,8.20e-03,3.85e-02,
[E8S16],1.09e-01,5.61e-02,9.45e-03,5.30e-01,1.67e+00,1.44e+00,1.14e-02,9.45e-03,4.07e-02,
[E8S17],7.77e-02,6.14e-02,1.00e-02,1.63e-01,1.71e+00,1.50e+00,1.24e-02,1.00e-02,3.68e-02,
[E8S18],1.06e-01,5.71e-02,8.31e-03,4.92e-01,1.64e+00,1.43e+00,1.12e-02,8.31e-03,3.86e-02,
[E8S19],8.91e-02,6.36e-02,8.55e-03,2.55e-01,1.68e+00,1.46e+00,1.09e-02,8.55e-03,4.00e-02,
[E8S20],1.02e-01,5.87e-02,8.49e-03,4.29e-01,1.63e+00,1.41e+00,1.06e-02,8.49e-03,3.95e-02,
[E8S21],7.61e-02,5.19e-02,7.53e-03,2.42e-01,1.66e+00,1.44e+00,1.05e-02,7.53e-03,4.05e-02,
[E8S22],1.01e-01,5.66e-02,7.92e-03,4.43e-01,1.64e+00,1.41e+00,9.29e-03,7.92e-03,4.25e-02,
[E8S23],7.77e-02,5.48e-02,9.15e-03,2.29e-01,1.68e+00,1.47e+00,1.29e-02,9.15e-03,3.87e-02,
[E8S24],1.22e-01,5.72e-02,9.21e-03,6.46e-01,1.70e+00,1.46e+00,1.18e-02,9.21e-03,4.33e-02,
[E8S25],3.08e-02,5.31e-02,1.06e-02,-2.22e-01,1.86e+00,1.66e+00,1.46e-02,1.06e-02,3.45e-02,
[E8S26],1.19e-01,5.40e-02,1.03e-02,6.54e-01,1.73e+00,1.57e+00,1.30e-02,1.03e-02,2.84e-02,
[E8S27],5.88e-02,5.57e-02,9.58e-03,3.11e-02,1.71e+00,1.51e+00,1.18e-02,9.58e-03,3.58e-02,
[E8S28],1.09e-01,5.27e-02,7.13e-03,5.61e-01,1.70e+00,1.50e+00,9.76e-03,7.13e-03,3.58e-02,
[E8S29],5.38e-02,5.13e-02,7.13e-03,2.44e-02,1.71e+00,1.50e+00,9.69e-03,7.13e-03,3.72e-02,
[E8S30],1.30e-01,5.80e-02,6.63e-03,7.18e-01,1.68e+00,1.48e+00,1.01e-02,6.63e-03,3.74e-02,
[E8S31],3.45e-02,5.13e-02,6.88e-03,-1.69e-01,1.78e+00,1.59e+00,1.02e-02,6.88e-03,3.48e-02,
[E8S32],1.08e-01,5.19e-02,6.84e-03,5.66e-01,1.72e+00,1.54e+00,1.06e-02,6.84e-03,3.12e-02,
[E8S33],7.24e-02,5.20e-02,7.75e-03,2.04e-01,1.69e+00,1.49e+00,1.07e-02,7.75e-03,3.63e-02,
[E8S34],1.03e-01,5.11e-02,6.42e-03,5.19e-01,1.66e+00,1.46e+00,1.00e-02,6.42e-03,3.70e-02,
[E8S35],6.56e-02,5.22e-02,6.91e-03,1.34e-01,1.69e+00,1.49e+00,9.62e-03,6.91e-03,3.72e-02,
[E8S36],1.04e-01,5.20e-02,6.64e-03,5.15e-01,1.70e+00,1.49e+00,1.07e-02,6.64e-03,3.82e-02,
[E8S37],6.06e-02,5.84e-02,7.29e-03,2.26e-02,1.73e+00,1.52e+00,1.13e-02,7.29e-03,3.82e-02,
[E8S38],1.07e-01,5.44e-02,8.43e-03,5.25e-01,1.65e+00,1.44e+00,1.11e-02,8.43e-03,3.68e-02,
[E8S39],7.53e-02,5.35e-02,7.68e-03,2.17e-01,1.70e+00,1.50e+00,1.12e-02,7.68e-03,3.60e-02,
[E8S40],9.39e-02,5.43e-02,6.86e-03,3.96e-01,1.73e+00,1.52e+00,1.03e-02,6.86e-03,3.91e-02,
[E8S41],8.56e-02,5.54e-02,7.41e-03,3.02e-01,1.66e+00,1.46e+00,1.07e-02,7.41e-03,3.67e-02,
[E8S42],9.00e-02,4.99e-02,6.87e-03,4.01e-01,1.70e+00,1.49e+00,9.07e-03,6.87e-03,3.88e-02,
[E8S43],9.04e-02,5.16e-02,6.69e-03,3.88e-01,1.73e+00,1.51e+00,1.09e-02,6.69e-03,3.88e-02,
[E8S44],8.02e-02,5.71e-02,7.42e-03,2.31e-01,1.66e+00,1.45e+00,1.02e-02,7.42e-03,3.84e-02,
[E8S45],9.81e-02,5.53e-02,7.20e-03,4.28e-01,1.68e+00,1.46e+00,8.91e-03,7.20e-03,4.02e-02,
[E8S46],7.03e-02,5.78e-02,8.01e-03,1.24e-01,1.72e+00,1.51e+00,1.03e-02,8.01e-03,3.73e-02,
[E8S47],1.08e-01,5.48e-02,7.37e-03,5.28e-01,1.72e+00,1.50e+00,1.03e-02,7.37e-03,4.11e-02,
[E8S48],5.62e-02,5.34e-02,7.36e-03,2.75e-02,1.71e+00,1.51e+00,1.09e-02,7.36e-03,3.60e-02,
[E8S49],1.09e-01,5.29e-02,6.45e-03,5.60e-01,1.69e+00,1.49e+00,9.48e-03,6.45e-03,3.68e-02,
[E8S50],4.34e-02,5.33e-02,6.93e-03,-9.88e-02,1.74e+00,1.53e+00,9.64e-03,6.93e-03,3.74e-02,
[E8S51],1.32e-01,5.18e-02,7.56e-03,8.05e-01,1.76e+00,1.59e+00,1.09e-02,7.56e-03,3.13e-02,
[E8S52],4.17e-02,5.75e-02,8.23e-03,-1.58e-01,1.77e+00,1.58e+00,1.16e-02,8.23e-03,3.24e-02,
[E8S53],9.70e-02,5.42e-02,7.67e-03,4.27e-01,1.68e+00,1.50e+00,1.11e-02,7.67e-03,3.20e-02,
[E8S54],9.11e-02,5.22e-02,8.06e-03,3.89e-01,1.67e+00,1.46e+00,1.18e-02,8.06e-03,3.77e-02,
[E8S55],8.77e-02,4.88e-02,7.58e-03,3.89e-01,1.72e+00,1.52e+00,1.00e-02,7.58e-03,3.78e-02,
[E8S56],8.53e-02,5.33e-02,8.02e-03,3.20e-01,1.68e+00,1.47e+00,9.96e-03,8.02e-03,3.79e-02,
[E8S57],8.43e-02,5.52e-02,8.45e-03,2.91e-01,1.66e+00,1.45e+00,1.20e-02,8.45e-03,3.90e-02,
[E8S58],9.81e-02,5.59e-02,8.73e-03,4.22e-01,1.67e+00,1.45e+00,1.20e-02,8.73e-03,4.01e-02,
[E8S59],9.95e-02,6.61e-02,8.13e-03,3.35e-01,1.68e+00,1.46e+00,1.07e-02,8.13e-03,3.93e-02,
[E8S60],8.96e-02,6.52e-02,7.64e-03,2.44e-01,1.71e+00,1.49e+00,9.76e-03,7.64e-03,3.99e-02,
[E8S61],1.30e-01,9.71e-02,1.02e-02,3.25e-01,1.78e+00,1.57e+00,1.03e-02,1.02e-02,3.70e-02,
[E8S62],1.05e-01,6.72e-02,9.45e-03,3.80e-01,1.60e+00,1.39e+00,1.07e-02,9.45e-03,3.83e-02,
[E8S63],7.33e-02,5.57e-02,8.12e-03,1.75e-01,1.71e+00,1.49e+00,1.05e-02,8.12e-03,4.04e-02,
[E8S64],1.13e-01,5.93e-02,7.93e-03,5.33e-01,1.64e+00,1.42e+00,9.70e-03,7.93e-03,3.89e-02,
[E8S65],5.61e-02,5.29e-02,7.56e-03,3.18e-02,1.69e+00,1.48e+00,9.58e-03,7.56e-03,3.94e-02,
[E8S66],1.63e-01,7.98e-02,9.10e-03,8.34e-01,1.74e+00,1.53e+00,1.17e-02,9.10e-03,3.67e-02,
[E8S67],2.79e-02,6.45e-02,9.24e-03,-3.66e-01,1.87e+00,1.70e+00,1.39e-02,9.24e-03,2.89e-02,
[E8S68],1.07e-01,5.50e-02,1.39e-02,5.19e-01,1.84e+00,1.69e+00,1.81e-02,1.39e-02,2.34e-02,
[E8S69],7.46e-02,5.58e-02,1.01e-02,1.88e-01,1.72e+00,1.55e+00,1.24e-02,1.01e-02,3.05e-02,
[E8S70],8.85e-02,5.89e-02,9.76e-03,2.96e-01,1.70e+00,1.50e+00,1.21e-02,9.76e-03,3.54e-02,
[E8S71],9.34e-02,5.70e-02,9.47e-03,3.65e-01,1.68e+00,1.47e+00,1.25e-02,9.47e-03,3.75e-02,
[E8S72],9.12e-02,5.46e-02,9.81e-03,3.66e-01,1.66e+00,1.45e+00,1.21e-02,9.81e-03,3.75e-02,
[E8S73],1.13e-01,6.60e-02,1.00e-02,4.73e-01,1.61e+00,1.38e+00,1.13e-02,1.00e-02,4.07e-02,
[E8S74],8.37e-02,5.58e-02,9.31e-03,2.79e-01,1.64e+00,1.43e+00,1.35e-02,9.31e-03,3.75e-02,
[E8S75],1.05e-01,5.15e-02,8.74e-03,5.38e-01,1.71e+00,1.50e+00,1.13e-02,8.74e-03,3.87e-02,
[E8S76],6.37e-02,5.47e-02,9.68e-03,8.98e-02,1.64e+00,1.43e+00,1.21e-02,9.68e-03,3.74e-02,
[E8S77],1.11e-01,5.26e-02,7.94e-03,5.86e-01,1.66e+00,1.45e+00,1.02e-02,7.94e-03,3.95e-02,
[E8S78],6.55e-02,5.48e-02,7.50e-03,1.07e-01,1.69e+00,1.49e+00,1.08e-02,7.50e-03,3.78e-02,
[E8S79],1.12e-01,5.37e-02,6.91e-03,5.87e-01,1.66e+00,1.45e+00,1.01e-02,6.91e-03,3.84e-02,
[E8S80],5.04e-02,5.43e-02,7.82e-03,-3.96e-02,1.72e+00,1.52e+00,1.02e-02,7.82e-03,3.81e-02,
[E8S81],1.13e-01,4.96e-02,6.56e-03,6.33e-01,1.72e+00,1.53e+00,9.09e-03,6.56e-03,3.60e-02,
[E8S82],6.60e-02,5.09e-02,7.39e-03,1.51e-01,1.68e+00,1.48e+00,1.10e-02,7.39e-03,3.60e-02,
[E8S83],1.02e-01,5.15e-02,7.11e-03,5.02e-01,1.63e+00,1.42e+00,1.02e-02,7.11e-03,3.84e-02,
[E8S84],6.91e-02,5.63e-02,7.12e-03,1.27e-01,1.61e+00,1.39e+00,1.02e-02,7.12e-03,3.97e-02,
[E9S0],1.17e-01,5.27e-02,6.52e-03,6.45e-01,1.68e+00,1.46e+00,9.75e-03,6.52e-03,4.06e-02,
[E9S1],5.35e-02,5.14e-02,7.63e-03,2.14e-02,1.71e+00,1.50e+00,1.11e-02,7.63e-03,3.74e-02,
[E9S2],9.29e-02,5.02e-02,6.92e-03,4.27e-01,1.66e+00,1.45e+00,9.81e-03,6.92e-03,3.83e-02,
[E9S3],8.02e-02,5.15e-02,6.82e-03,2.87e-01,1.64e+00,1.43e+00,9.13e-03,6.82e-03,3.99e-02,
[E9S4],9.85e-02,5.01e-02,6.91e-03,4.84e-01,1.68e+00,1.47e+00,9.90e-03,6.91e-03,3.88e-02,
[E9S5],8.47e-02,4.94e-02,6.55e-03,3.53e-01,1.70e+00,1.49e+00,1.07e-02,6.55e-03,3.94e-02,
[E9S6],8.03e-02,5.03e-02,7.09e-03,3.00e-01,1.69e+00,1.46e+00,9.91e-03,7.09e-03,4.18e-02,
[E9S7],1.07e-01,5.21e-02,7.27e-03,5.48e-01,1.67e+00,1.45e+00,1.03e-02,7.27e-03,3.98e-02,
[E9S8],6.98e-02,5.48e-02,7.10e-03,1.50e-01,1.65e+00,1.44e+00,9.86e-03,7.10e-03,3.98e-02,
[E9S9],1.14e-01,5.78e-02,6.94e-03,5.67e-01,1.69e+00,1.47e+00,9.86e-03,6.94e-03,4.05e-02,
[E9S10],5.54e-02,5.00e-02,6.62e-03,5.37e-02,1.73e+00,1.52e+00,9.97e-03,6.62e-03,3.87e-02,
[E9S11],1.02e-01,5.16e-02,6.23e-03,5.02e-01,1.67e+00,1.46e+00,8.92e-03,6.23e-03,3.88e-02,
[E9S12],7.37e-02,5.46e-02,6.80e-03,1.92e-01,1.62e+00,1.40e+00,9.50e-03,6.80e-03,4.12e-02,
[E9S13],1.18e-01,5.54e-02,8.35e-03,6.25e-01,1.63e+00,1.41e+00,1.06e-02,8.35e-03,4.12e-02,
[E9S14],4.48e-02,4.84e-02,6.95e-03,-3.62e-02,1.76e+00,1.55e+00,9.85e-03,6.95e-03,3.82e-02,
[E9S15],9.70e-02,5.23e-02,7.16e-03,4.47e-01,1.71e+00,1.50e+00,1.01e-02,7.16e-03,3.77e-02,
[E9S16],6.96e-02,5.35e-02,6.76e-03,1.62e-01,1.63e+00,1.42e+00,8.92e-03,6.76e-03,4.03e-02,
[E9S17],1.28e-01,5.54e-02,6.89e-03,7.25e-01,1.79e+00,1.58e+00,1.01e-02,6.89e-03,3.97e-02,
[E9S18],4.91e-02,6.05e-02,8.71e-03,-1.14e-01,1.77e+00,1.59e+00,1.18e-02,8.71e-03,3.29e-02,
[E9S19],1.02e-01,6.80e-02,7.57e-03,3.43e-01,1.62e+00,1.42e+00,9.14e-03,7.57e-03,3.49e-02,
[E9S20],9.50e-02,6.72e-02,7.03e-03,2.78e-01,1.68e+00,1.46e+00,9.43e-03,7.03e-03,4.01e-02,
[E9S21],1.12e-01,7.28e-02,8.77e-03,3.95e-01,1.62e+00,1.41e+00,1.01e-02,8.77e-03,3.79e-02,
[E9S22],8.28e-02,6.64e-02,9.40e-03,1.64e-01,1.69e+00,1.47e+00,1.22e-02,9.40e-03,3.97e-02,
[E9S23],1.15e-01,5.52e-02,7.97e-03,5.99e-01,1.67e+00,1.46e+00,1.13e-02,7.97e-03,3.85e-02,
[E9S24],6.10e-02,5.26e-02,8.22e-03,8.43e-02,1.71e+00,1.50e+00,1.12e-02,8.22e-03,3.72e-02,
